name	userid	followers	followees	bio	time
blackcanyonnps	2301465471	23425	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-21 13:13:02.176122
brycecanyonnps	1676679171	45969	409	#BryceCanyonNPS #discoverBryce	2019-06-21 13:13:03.107705
canyonlandsnps	2930922474	78671	96	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-21 13:13:03.854275
capitolreefnps	4813894759	51019	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-21 13:13:05.109016
carlsbadcavernsnps	6267424760	45279	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-21 13:13:05.424385
channelislandsnps	3228076453	24947	128	Official Instagram for Channel Islands National Park.	2019-06-21 13:13:05.974167
congareenps	264028197	11289	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-21 13:13:07.199037
craterlakenps	1991254373	13	0		2019-06-21 13:13:08.536754
cuyahogavalleynps	1989853670	52856	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-21 13:13:09.387857
deathvalleynps	2242696112	199787	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-21 13:13:10.471378
denalinps	2129963644	210712	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-21 13:13:13.545810
drytortugasnps	1636957301	51460	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-21 13:13:14.109690
evergladesnps	1130671543	48405	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-21 13:13:18.567145
gatewayarchnps	509351161	2964	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-21 13:13:19.050130
glaciernps	394363369	700840	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-21 13:13:19.608877
glacierbaynps	3440243649	41519	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-21 13:13:20.910999
grandcanyonnps	354926024	548972	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-21 13:13:25.152547
grandtetonnps	1586622205	406737	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-21 13:13:26.900353
greatbasinnps	511065143	1491	0		2019-06-21 13:13:27.583253
greatsanddunesnps	3021402145	15963	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-21 13:13:30.429765
guadalupemountainsnps	1271874892	65004	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-21 13:13:31.365892
haleakalanps	3501917180	24028	317	The official Instagram for Haleakalā National Park.	2019-06-21 13:13:32.466518
hawaiivolcanoesnps	1692328803	147784	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-21 13:13:34.063981
hotspringsnps	3045142398	2722	221	The official Instagram account of Hot Springs National Park.	2019-06-21 13:13:34.931751
indianadunesnps	2111944124	8283	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-21 13:13:36.116502
isleroyalenps	2304944165	27126	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-21 13:13:41.484042
joshuatreenps	1626724300	306254	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-21 13:13:42.940488
katmainps	2211589873	35797	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-21 13:13:43.449535
kenaifjordsnps	2029803905	44822	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-21 13:13:44.144280
kobukvalleynps	5719167751	2162	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-21 13:13:46.548727
lakeclarknps	1676030157	61045	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-21 13:13:47.491777
lassennps	2882029013	18742	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-21 13:13:52.473419
mesaverdenps	5622637824	9055	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-21 13:13:53.671829
mountrainiernps	2283825324	207258	175	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-21 13:13:55.088698
northcascadesnps	2259211667	2633	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-21 13:13:56.042818
petrifiedforestnps	1990334915	71012	158	Official Instagram account of Petrified Forest National Park.	2019-06-21 13:14:00.852881
pinnaclesnps	2011066695	6824	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-21 13:14:01.456746
redwoodnps	1391125239	166440	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-21 13:14:01.902136
shenandoahnps	2033357393	166375	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-21 13:14:02.788858
theodorerooseveltnps	2246895965	22568	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-21 13:14:06.266310
virginislandsnps	3277023238	17155	298	www.facebook.com/virginislandsnps	2019-06-21 13:14:07.611582
voyageursnps	2028226261	19379	182	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-21 13:14:08.337407
windcavenps	4160478881	31380	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-21 13:14:09.145451
wrangellstenps	2224972819	13507	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-21 13:14:11.054953
yellowstonenps	1565107527	855242	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-21 13:14:16.728107
yosemitenps	789230703	1487847	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-21 13:14:18.157401
zionnps	366372542	610595	156	The official Instagram account of Zion National Park.	2019-06-21 13:14:20.017134
acadianps	1760113310	230826	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-21 14:31:29.046748
archesnps	716395539	197010	108	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-21 14:31:35.069276
badlandsnps	1396437996	142508	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-21 14:31:36.364194
bigbendnps	1647920220	149038	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-21 14:31:41.516719
biscaynenps	1974033687	60381	718	The official Instagram account of Biscayne National Park.	2019-06-21 14:31:43.975328
blackcanyonnps	2301465471	23427	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-21 14:31:44.413975
brycecanyonnps	1676679171	45968	409	#BryceCanyonNPS #discoverBryce	2019-06-21 14:31:44.744011
canyonlandsnps	2930922474	78673	96	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-21 14:31:47.303976
capitolreefnps	4813894759	51026	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-21 14:31:47.964223
carlsbadcavernsnps	6267424760	45282	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-21 14:31:49.082522
channelislandsnps	3228076453	24947	128	Official Instagram for Channel Islands National Park.	2019-06-21 14:31:50.581471
congareenps	264028197	11290	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-21 14:31:51.525705
craterlakenps	1991254373	13	0		2019-06-21 14:31:52.002243
cuyahogavalleynps	1989853670	52860	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-21 14:31:55.106625
deathvalleynps	2242696112	199794	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-21 14:31:55.723995
denalinps	2129963644	210730	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-21 14:31:57.465862
drytortugasnps	1636957301	51461	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-21 14:31:59.262072
evergladesnps	1130671543	48406	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-21 14:32:00.038257
gatewayarchnps	509351161	2964	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-21 14:32:01.702154
glaciernps	394363369	700856	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-21 14:32:03.352088
glacierbaynps	3440243649	41529	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-21 14:32:04.131054
grandcanyonnps	354926024	548982	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-21 14:32:05.526903
grandtetonnps	1586622205	406759	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-21 14:32:06.421872
greatbasinnps	511065143	1491	0		2019-06-21 14:32:06.693717
greatsanddunesnps	3021402145	15963	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-21 14:32:09.059442
guadalupemountainsnps	1271874892	65004	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-21 14:32:09.810108
haleakalanps	3501917180	24032	317	The official Instagram for Haleakalā National Park.	2019-06-21 14:32:12.969801
hawaiivolcanoesnps	1692328803	147795	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-21 14:32:14.206140
hotspringsnps	3045142398	2722	221	The official Instagram account of Hot Springs National Park.	2019-06-21 14:32:15.309774
indianadunesnps	2111944124	8286	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-21 14:32:15.928942
isleroyalenps	2304944165	27128	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-21 14:32:17.482499
joshuatreenps	1626724300	306259	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-21 14:32:17.860159
katmainps	2211589873	35797	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-21 14:32:23.056152
kenaifjordsnps	2029803905	44822	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-21 14:32:23.598401
kobukvalleynps	5719167751	2162	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-21 14:32:27.825375
lakeclarknps	1676030157	61047	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-21 14:32:28.175304
lassennps	2882029013	18744	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-21 14:32:30.210251
mesaverdenps	5622637824	9056	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-21 14:32:30.684928
mountrainiernps	2283825324	207264	175	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-21 14:32:34.146744
northcascadesnps	2259211667	2633	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-21 14:32:35.412873
petrifiedforestnps	1990334915	71020	158	Official Instagram account of Petrified Forest National Park.	2019-06-21 14:32:36.678001
pinnaclesnps	2011066695	6824	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-21 14:32:42.263934
