name	userid	followers	followees	bio	time
pinnaclesnps	2011066695	6793	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-16 10:40:16.069576
redwoodnps	1391125239	166198	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-16 10:40:19.898496
shenandoahnps	2033357393	165554	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-16 10:40:20.474324
theodorerooseveltnps	2246895965	22543	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-16 10:40:21.817147
virginislandsnps	3277023238	17139	298	www.facebook.com/virginislandsnps	2019-06-16 10:40:22.633773
voyageursnps	2028226261	19160	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-16 10:40:25.193764
windcavenps	4160478881	31377	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-16 10:40:25.727559
wrangellstenps	2224972819	13321	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-16 10:40:27.569961
yellowstonenps	1565107527	850278	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-16 10:40:29.025422
yosemitenps	789230703	1483725	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-16 10:40:31.906437
zionnps	366372542	607769	156	The official Instagram account of Zion National Park.	2019-06-16 10:40:32.589728
nationalparkservice	1684126013	1737351	537	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-16 10:40:33.293756
nationalparksguide	9903633791	12852	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-16 10:40:36.407138
usinterior	174435186	1922406	6525	Protecting America’s Great Outdoors and Powering Our Future. This is the official account for the Department.	2019-06-16 10:40:37.469787
nationalparklife	1465851905	20234	500	A Lifelong Devotion To Explore Our National Treasures | Tag/Use #nationalparklife for feature | Tap Link For Posters, Stickers, & Gifts	2019-06-16 10:40:38.717519
acadianps	1760113310	229940	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-16 12:16:52.501772
archesnps	716395539	195906	107	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-16 12:16:56.487184
badlandsnps	1396437996	142134	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-16 12:16:58.218532
bigbendnps	1647920220	148496	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-16 12:16:59.043416
biscaynenps	1974033687	60193	718	The official Instagram account of Biscayne National Park.	2019-06-16 12:16:59.760266
blackcanyonnps	2301465471	23161	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-16 12:17:00.886546
brycecanyonnps	1676679171	45979	409	#BryceCanyonNPS #discoverBryce	2019-06-16 12:17:02.218991
canyonlandsnps	2930922474	78405	95	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-16 12:17:02.590136
capitolreefnps	4813894759	50717	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-16 12:17:05.903996
carlsbadcavernsnps	6267424760	44445	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-16 12:17:07.132632
channelislandsnps	3228076453	24871	128	Official Instagram for Channel Islands National Park.	2019-06-16 12:17:09.078587
congareenps	264028197	11273	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-16 12:17:14.608725
craterlakenps	1991254373	13	0		2019-06-16 12:17:15.411106
cuyahogavalleynps	1989853670	52611	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-16 12:17:15.836409
deathvalleynps	2242696112	198993	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-16 12:17:19.937581
denalinps	2129963644	209476	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-16 12:17:21.675959
drytortugasnps	1636957301	51450	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-16 12:17:26.485451
evergladesnps	1130671543	48088	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-16 12:17:27.510079
gatewayarchnps	509351161	2931	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-16 12:17:28.393007
glaciernps	394363369	699281	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-16 12:17:30.893580
glacierbaynps	3440243649	40902	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-16 12:17:32.219944
grandcanyonnps	354926024	548049	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-16 12:17:34.371680
grandtetonnps	1586622205	404899	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-16 12:17:39.797009
greatbasinnps	511065143	1486	0		2019-06-16 12:17:40.189266
greatsanddunesnps	3021402145	15858	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-16 12:17:43.270369
guadalupemountainsnps	1271874892	64850	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-16 12:17:44.740875
haleakalanps	3501917180	23724	317	The official Instagram for Haleakalā National Park.	2019-06-16 12:17:45.328044
hawaiivolcanoesnps	1692328803	147004	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-16 12:17:47.994800
hotspringsnps	3045142398	2699	221	The official Instagram account of Hot Springs National Park.	2019-06-16 12:17:48.911708
indianadunesnps	2111944124	8092	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-16 12:17:49.836013
isleroyalenps	2304944165	27008	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-16 12:17:50.963355
joshuatreenps	1626724300	305493	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-16 12:17:51.894769
katmainps	2211589873	35817	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-16 12:17:55.714218
kenaifjordsnps	2029803905	44742	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-16 12:17:58.024757
kobukvalleynps	5719167751	2157	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-16 12:17:59.109356
lakeclarknps	1676030157	60884	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-16 12:17:59.675607
lassennps	2882029013	18641	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-16 12:18:02.939694
mesaverdenps	5622637824	9023	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-16 12:18:03.862223
mountrainiernps	2283825324	206694	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-16 12:18:04.783201
northcascadesnps	2259211667	2613	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-16 12:18:06.608151
petrifiedforestnps	1990334915	70499	158	Official Instagram account of Petrified Forest National Park.	2019-06-16 12:18:07.445058
pinnaclesnps	2011066695	6794	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-16 12:18:08.059374
redwoodnps	1391125239	166194	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-16 12:18:09.085953
shenandoahnps	2033357393	165573	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-16 12:18:09.697587
theodorerooseveltnps	2246895965	22542	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-16 12:18:10.926680
virginislandsnps	3277023238	17142	298	www.facebook.com/virginislandsnps	2019-06-16 12:18:13.290894
voyageursnps	2028226261	19161	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-16 12:18:14.003230
windcavenps	4160478881	31378	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-16 12:18:17.070462
wrangellstenps	2224972819	13325	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-16 12:18:18.424719
yellowstonenps	1565107527	850345	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-16 12:18:23.830834
yosemitenps	789230703	1483812	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-16 12:18:24.851743
zionnps	366372542	607809	156	The official Instagram account of Zion National Park.	2019-06-16 12:18:25.673773
nationalparkservice	1684126013	1737744	537	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-16 12:18:28.029697
nationalparksguide	9903633791	12852	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-16 12:18:28.743801
usinterior	174435186	1922520	6524	Protecting America’s Great Outdoors and Powering Our Future. This is the official account for the Department.	2019-06-16 12:18:30.178113
nationalparklife	1465851905	20238	500	A Lifelong Devotion To Explore Our National Treasures | Tag/Use #nationalparklife for feature | Tap Link For Posters, Stickers, & Gifts	2019-06-16 12:18:30.587021
acadianps	1760113310	229946	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-16 13:18:25.531796
archesnps	716395539	195913	107	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-16 13:18:28.179733
badlandsnps	1396437996	142139	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-16 13:18:28.691524
bigbendnps	1647920220	148501	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-16 13:18:32.685806
biscaynenps	1974033687	60194	718	The official Instagram account of Biscayne National Park.	2019-06-16 13:18:33.400618
blackcanyonnps	2301465471	23163	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-16 13:18:34.937774
brycecanyonnps	1676679171	45979	409	#BryceCanyonNPS #discoverBryce	2019-06-16 13:18:35.858935
canyonlandsnps	2930922474	78405	95	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-16 13:18:36.575730
capitolreefnps	4813894759	50718	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-16 13:18:38.009057
carlsbadcavernsnps	6267424760	44452	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-16 13:18:38.726109
channelislandsnps	3228076453	24871	128	Official Instagram for Channel Islands National Park.	2019-06-16 13:18:39.646518
congareenps	264028197	11273	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-16 13:18:41.287275
craterlakenps	1991254373	13	0		2019-06-16 13:18:44.731885
cuyahogavalleynps	1989853670	52610	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-16 13:18:45.380402
deathvalleynps	2242696112	198994	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-16 13:18:46.406241
denalinps	2129963644	209488	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-16 13:18:47.020622
drytortugasnps	1636957301	51447	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-16 13:18:49.887595
evergladesnps	1130671543	48090	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-16 13:18:53.471965
gatewayarchnps	509351161	2931	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-16 13:18:55.314789
glaciernps	394363369	699301	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-16 13:18:55.826044
glacierbaynps	3440243649	40906	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-16 13:18:58.080443
grandcanyonnps	354926024	548060	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-16 13:18:58.596471
grandtetonnps	1586622205	404917	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-16 13:19:00.843834
greatbasinnps	511065143	1487	0		2019-06-16 13:19:04.302351
greatsanddunesnps	3021402145	15860	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-16 13:19:04.838400
guadalupemountainsnps	1271874892	64852	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-16 13:19:05.554501
haleakalanps	3501917180	23725	317	The official Instagram for Haleakalā National Park.	2019-06-16 13:19:07.396339
hawaiivolcanoesnps	1692328803	147014	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-16 13:19:10.263934
hotspringsnps	3045142398	2700	221	The official Instagram account of Hot Springs National Park.	2019-06-16 13:19:11.186368
indianadunesnps	2111944124	8092	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-16 13:19:13.240781
isleroyalenps	2304944165	27010	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-16 13:19:14.155621
joshuatreenps	1626724300	305497	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-16 13:19:14.974311
katmainps	2211589873	35817	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-16 13:19:15.897521
kenaifjordsnps	2029803905	44743	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-16 13:19:17.329850
kobukvalleynps	5719167751	2157	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-16 13:19:22.450760
lakeclarknps	1676030157	60885	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-16 13:19:25.332718
lassennps	2882029013	18641	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-16 13:19:29.563073
mesaverdenps	5622637824	9024	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-16 13:19:30.540741
mountrainiernps	2283825324	206699	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-16 13:19:33.013523
northcascadesnps	2259211667	2613	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-16 13:19:33.856476
petrifiedforestnps	1990334915	70498	158	Official Instagram account of Petrified Forest National Park.	2019-06-16 13:19:35.967169
pinnaclesnps	2011066695	6794	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-16 13:19:36.478781
redwoodnps	1391125239	166193	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-16 13:19:38.936250
shenandoahnps	2033357393	165579	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-16 13:19:39.473091
theodorerooseveltnps	2246895965	22543	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-16 13:19:41.395052
virginislandsnps	3277023238	17142	298	www.facebook.com/virginislandsnps	2019-06-16 13:19:42.008390
voyageursnps	2028226261	19163	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-16 13:19:43.851624
windcavenps	4160478881	31377	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-16 13:19:44.431641
wrangellstenps	2224972819	13326	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-16 13:19:44.876107
yellowstonenps	1565107527	850399	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-16 13:19:50.448728
yosemitenps	789230703	1483745	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-16 13:19:51.633049
zionnps	366372542	607839	156	The official Instagram account of Zion National Park.	2019-06-16 13:19:54.825919
nationalparkservice	1684126013	1737875	537	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-16 13:19:58.801723
nationalparksguide	9903633791	12853	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-16 13:19:59.723609
usinterior	174435186	1922549	6524	Protecting America’s Great Outdoors and Powering Our Future. This is the official account for the Department.	2019-06-16 13:20:00.542359
nationalparklife	1465851905	20239	500	A Lifelong Devotion To Explore Our National Treasures | Tag/Use #nationalparklife for feature | Tap Link For Posters, Stickers, & Gifts	2019-06-16 13:20:05.867198
acadianps	1760113310	230214	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-17 14:37:47.299539
archesnps	716395539	196120	107	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-17 14:37:50.153155
badlandsnps	1396437996	142202	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-17 14:37:51.581455
bigbendnps	1647920220	148576	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-17 14:37:53.215078
biscaynenps	1974033687	60234	718	The official Instagram account of Biscayne National Park.	2019-06-17 14:37:55.676554
blackcanyonnps	2301465471	23217	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-17 14:37:56.549789
brycecanyonnps	1676679171	45980	409	#BryceCanyonNPS #discoverBryce	2019-06-17 14:37:58.537222
canyonlandsnps	2930922474	78470	95	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-17 14:38:02.758871
capitolreefnps	4813894759	50776	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-17 14:38:03.763539
carlsbadcavernsnps	6267424760	44614	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-17 14:38:05.299350
channelislandsnps	3228076453	24881	128	Official Instagram for Channel Islands National Park.	2019-06-17 14:38:05.928428
congareenps	264028197	11279	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-17 14:38:06.536869
craterlakenps	1991254373	13	0		2019-06-17 14:38:11.820291
cuyahogavalleynps	1989853670	52645	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-17 14:38:13.534248
deathvalleynps	2242696112	199163	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-17 14:38:15.712330
denalinps	2129963644	209699	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-17 14:38:16.209986
drytortugasnps	1636957301	51455	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-17 14:38:18.228771
evergladesnps	1130671543	48136	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-17 14:38:20.164596
gatewayarchnps	509351161	2943	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-17 14:38:20.564864
glaciernps	394363369	699576	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-17 14:38:21.882980
glacierbaynps	3440243649	41031	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-17 14:38:22.276614
grandcanyonnps	354926024	548231	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-17 14:38:24.350945
grandtetonnps	1586622205	405244	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-17 14:38:25.900909
greatbasinnps	511065143	1487	0		2019-06-17 14:38:26.565625
greatsanddunesnps	3021402145	15893	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-17 14:38:29.875871
guadalupemountainsnps	1271874892	64882	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-17 14:38:31.507366
haleakalanps	3501917180	23773	317	The official Instagram for Haleakalā National Park.	2019-06-17 14:38:32.671900
hawaiivolcanoesnps	1692328803	147181	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-17 14:38:33.371652
hotspringsnps	3045142398	2705	221	The official Instagram account of Hot Springs National Park.	2019-06-17 14:38:34.787851
indianadunesnps	2111944124	8110	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-17 14:38:36.759665
isleroyalenps	2304944165	27033	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-17 14:38:38.079928
joshuatreenps	1626724300	305676	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-17 14:38:43.716094
katmainps	2211589873	35804	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-17 14:38:44.426526
kenaifjordsnps	2029803905	44749	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-17 14:38:51.078861
kobukvalleynps	5719167751	2159	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-17 14:38:52.751965
lakeclarknps	1676030157	60922	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-17 14:38:55.689891
lassennps	2882029013	18673	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-17 14:38:57.111696
mesaverdenps	5622637824	9031	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-17 14:38:57.719401
mountrainiernps	2283825324	206840	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-17 14:38:59.680250
northcascadesnps	2259211667	2617	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-17 14:39:01.243709
petrifiedforestnps	1990334915	70581	158	Official Instagram account of Petrified Forest National Park.	2019-06-17 14:39:01.672854
pinnaclesnps	2011066695	6808	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-17 14:39:04.505281
redwoodnps	1391125239	166246	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-17 14:39:05.419261
shenandoahnps	2033357393	165776	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-17 14:39:07.213862
theodorerooseveltnps	2246895965	22545	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-17 14:39:09.717378
virginislandsnps	3277023238	17147	298	www.facebook.com/virginislandsnps	2019-06-17 14:39:10.650846
voyageursnps	2028226261	19198	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-17 14:39:12.053193
windcavenps	4160478881	31385	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-17 14:39:12.467394
wrangellstenps	2224972819	13365	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-17 14:39:13.701602
yellowstonenps	1565107527	851344	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-17 14:39:14.103402
yosemitenps	789230703	1484829	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-17 14:39:15.699501
zionnps	366372542	608452	156	The official Instagram account of Zion National Park.	2019-06-17 14:39:20.270022
nationalparkservice	1684126013	1740404	537	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-17 14:39:20.671254
nationalparksguide	9903633791	12859	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-17 14:39:21.912438
usinterior	174435186	1923420	6524	Protecting America’s Great Outdoors and Powering Our Future. This is the official account for the Department.	2019-06-17 14:39:22.519060
nationalparklife	1465851905	20251	501	A Lifelong Devotion To Explore Our National Treasures | Tag/Use #nationalparklife for feature | Tap Link For Posters, Stickers, & Gifts	2019-06-17 14:39:23.678431
acadianps	1760113310	230431	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-18 16:04:13.861804
archesnps	716395539	196375	108	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-18 16:04:17.433131
badlandsnps	1396437996	142285	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-18 16:04:18.561424
bigbendnps	1647920220	148685	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-18 16:04:18.979400
biscaynenps	1974033687	60275	718	The official Instagram account of Biscayne National Park.	2019-06-18 16:04:20.078164
blackcanyonnps	2301465471	23278	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-18 16:04:21.741686
brycecanyonnps	1676679171	45976	409	#BryceCanyonNPS #discoverBryce	2019-06-18 16:04:23.183826
canyonlandsnps	2930922474	78534	96	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-18 16:04:24.906645
